time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
2147483647	14.8961	7.88841	16.4259	-1.14354	0	lidar	9250.85	7.88599	20.45	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	14.9036	7.89868	16.5096	-1.14961	0	radar	939.155	8.29081	20.6565	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	14.8496	7.96602	16.5656	-1.14473	0	lidar	9532.15	7.18029	20.392	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	14.8549	7.97562	16.6384	-1.14984	0	radar	882.874	7.09214	20.1196	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	14.7983	8.04056	16.6928	-1.145	0	lidar	9443.42	6.81542	20.1859	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	14.8035	8.05009	16.7621	-1.14977	0	radar	883.96	6.89359	20.1536	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	14.7439	8.11283	16.8149	-1.14497	0	lidar	9452.27	6.38914	20.0137	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	14.7489	8.12234	16.8841	-1.14968	0	radar	894.971	6.67637	20.2142	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	14.6856	8.18277	16.9355	-1.14489	0	lidar	9546.85	5.86119	19.8306	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	14.688	8.19157	17.0105	-1.15002	0	radar	900.277	5.28178	19.5036	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	14.624	8.24967	17.0601	-1.14533	0	lidar	9302.45	5.69089	19.5755	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	14.626	8.25784	17.1285	-1.14994	0	radar	793.984	5.9506	18.9859	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	14.5586	8.31403	17.1769	-1.14524	0	lidar	9474.66	5.17021	19.4397	2.60831e-038	2.60813e-038	0	3.92364e-044
2147483647	14.5611	8.32244	17.2337	-1.14889	0	radar	803.535	5.87397	19.301	2.60831e-038	2.60813e-038	0	3.92364e-044
